"_","Id","LearningCourse","LearningCourse.Name","LearningCourse.Description","LearningCourse.CourseLearningOutcomes__c","LearningCourse.CourseCode__c","LearningCourse.ParentProvider__c","AcademicSession","AcademicSession.Name"
"[CourseOffering]","0P0Vg0000000SfRKAU","[LearningCourse]","Ethics and Leadership","Many would argue that one of the major purposes of a university education is to prepare young adults for leadership in his/her chosen field. Yet few universities explicitly teach the leadership as a relational process that can be learned and put into practice. And professions across the globe suffer from a lack of courageous leadership. In this course, we start with the assumption that leadership can be learned and that one of the best ways to learn it is from examining the lives of ordinary people who were able to accomplish the extraordinary. Through the lens of contemporary leadership research, we draw lessons, strategies, and inspiration for becoming leaders in our own domain and context.
One of the most universal cravings of the human spirit is for leadership that is grounded in character, one that reaches beyond success to significance. Many say that our times are defined by a leadership crisis, a void of courageous voices that inspire through the integrity of their lives. Contemporary leadership theorists have sought to define this inner quality that is the bedrock of values-based leadership, refusing to describe it as an amoral activity. Our purpose is to create a bridge between the ability to lead others and moral character. Using an interdisciplinary approach to understand leadership, we will explore the lives, values, and philosophies of eight leaders, examining both successes and failures. This course seeks to hone students’ analytical capabilities, to foster their understanding of key concepts of the leadership literature, to help them develop a set of systematic ideas regarding moral leadership, and to stimulate their capacity for self-awareness as potential leaders and as informed and responsible followers.","<p>Upon completion of this course, students will be able to:</p><ul><li>Describe the context of each leader, including the social, political, economic and cultural environment and pressures that shaped the unique situations in which they exercised moral responsibility;</li><li>Compare and contrast leaders related to their contexts, aims, strategies, and outcomes;</li><li>Interpret the lessons of historical leaders through the lens of leadership theory and research;</li><li>Synthesize the lessons through the leaders and readings to constructing a framework for their own leadership;</li><li>Analyze the role of moral character within the activity of leading others;</li><li>Discover their own values, principles and methods through the human stories of these individuals.</li></ul>","SOC555","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000Sh3KAE","[LearningCourse]","Prague Art and Architecture","The course presents a basic overview of the history of western art from the early medieval to the contemporary
time period through the art and architecture in Prague. The city of Prague, that is, can be viewed as a picture
composed of centuries of art historical continuity, practically untouched by any timely technological jumps and
disruptions. We will study and discuss Romanesque and Gothic art, Renaissance and Baroque art, 19th century art
and architecture, Art Nouveau, Modern art, as well as contemporary art and architecture. The classroom lectures
will be combined with excursions throughout the city, to historical sites, and to museums and art galleries in
Prague.","<p>Upon completion of this course, students will be able to:</p><ul><li>Identify major art-historical periods and styles of art and architecture and recognize their defining characteristics;</li><li>Identify important art and architecture examples found in Prague and classify them according to artistic/architectural style;</li><li>Prepare and present research on a chosen topic.</li></ul>","ART131","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SifKAE","[LearningCourse]","Composition II","This course is intended to hone the student’s ability to think critically and originally; it consolidates the student’s
ability to make appropriate stylistic choices with regard to specific purpose, register (academic) and genre, and it
reviews the basic stages of the writing process. Moreover, the course concentrates on developing the skills required
to produce a substantial academic research paper. These skills include critical reading and research, formulating
and supporting a thesis, incorporating credible sources and properly employing citation and bibliographic
techniques.","<p>Upon completion of this course, students will be able to:</p><ul><li>Engage in the process of writing a research paper, including these aspects determining purpose defining a topic, formulating a clear thesis supported by sound reasoning and research;</li><li>Distinguish and use primary, secondary and tertiary sources (Wikipedia);</li><li>Find, evaluate, and incorporate sources via paraphrase and summary;</li><li>Produce a well-structured, coherent and cohesive academic essay;</li><li>Produce content which exhibits critical thinking, originality, and inquisitive and logical analyses;</li><li>Make stylistic and lexical choices appropriate to an academic audience and specific genres;</li><li>Display a firm grasp of English grammar, usage and mechanics;</li><li>Employ citation and bibliographic format accurately (using MLA or APA);</li><li>Recognize and avoid all forms of plagiarism.</li></ul>","COM102","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SkHKAU","[LearningCourse]","Art Studio: Drawing","Drawing is one of our most effective tools for planning, describing and communicating. Historically it has been
considered the root skill of all visual art. Today it has five main functions: representing what has been observed,
expressing the artist’s personality, conveying information, making the invisible visible and giving pleasure to those
who enjoy it. This course focuses on representational drawing and assumes no prior training or experience.
In-class and outdoor drawing exercises and assignments will promote careful observation, eye-hand coordination
and the ability to translate three-dimensional forms into two dimensional images. Students will explore a variety
of media (pencil, ink, crayon, chalk) and different techniques to gain a sense of the possibilities existing within the
broad category of drawing. Subjects of the weekly drawing exercises will include still-lifes, landscapes and
portraits. Recurring themes are careful analysis and observation, accurate rendering, composition and perspective,
lighting and shading, originality and authenticity.","<p>Upon completion of this course, students will be able to:</p><ul><li>Render objects, people and scenes with increased accuracy;</li><li>Recognize the work of some of the best draftsmen in the history of art;</li><li>Express their drawing aims and strategies verbally.</li></ul>","ART180","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SltKAE","[LearningCourse]","Art Studio: Drawing II","This course is intended for students with some practical experience and competence in representational drawing. (For students who have not taken ART 180, a portfolio review and brief interview are needed for enrollment in the class.) In addition to further progress in the development of skills, this course aims to broaden and deepen the student&#39;s knowledge about drawing, including its history, techniques and current possibilities. Recognizing that not everyone wants to draw for the same reasons, instruction will be individualized as much as possible. For that reason, the syllabus (below) is only indicative and may be modified in individual cases. In addition to ordinary graphite pencils, we will explore colored pencils, charcoal, pastels and ink (with both pens and brushes) and different surfaces (textured and colored papers, silk, mylar). We will learn about early manual forms of image reproduction (engraving, woodblock printing, lithography, etc.) as well as digital software-based techniques. The second half of the class will move beyond representation to explore fantasy and abstraction. Homework assignments will be flexible enough for students to explore their own interests.","<p>Upon completion of this course, students will be able to:</p><ul><li>Use a variety of drawing materials and techniques purposefully and proficiently;</li><li>Render objects, people, scenes and ideas with increased accuracy and stylistic flare;</li><li>Recognize the work of some of the best draftsmen in history;</li><li>Identify the drawing content and techniques which are most meaningful and useful to them;</li><li>Express their drawing aims and strategies verbally.</li></ul>","ART280","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SnVKAU","[LearningCourse]","Democratization and Survival of Autocrats","Throughout the late 19th and 20th century, the world has experienced waves of transition to democracy from
autocratic political regimes. While some countries adopted &quot;hybrid forms of regime types&quot; some others achieved
&quot;democratic consolidation.&quot; In the last ten years, scholars have started noting a reverse global trend called
&quot;autocratization,&quot; a process observed both in strong and weak democracies in different continents. This course
gives a broad overview of the literature explaining the patterns of democratization and autocratization from a
comparative perspective. Why do some countries democratize or autocratize while others do not experience any
regime change? How do autocracies survive, how do democracies die? In what way do the processes of
autocratization or democratization vary across different country contexts and what are some observable common
patterns? Asking such questions, this course uncovers the main analytical approaches to democratization and
autocratization, such as the institutional, international, socioeconomic, cultural and actor-centered approaches as
well as the conceptual and theoretical debates that surround these approaches.","<p>Upon completion of this course, students will be able to:</p><ul><li>Differentiate and give examples for the varying meanings of the concepts such as a “democratic transition,” “democratic consolidation,” “autocratization” and “democratic breakdown” across space and time;</li><li>Analyze the constitutive and causal factors for democratization and autocratization in different contexts;</li><li>Bring together the theories of transition, consolidation, regression or breakdown of democracy with empirical observations from different cases;</li><li>Write a final review paper assessing the strengths and weaknesses of the theories of democratization of your choice.</li></ul>","IRS690","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000Sp7KAE","[LearningCourse]","Human Rights in Business","","","POS601","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SqjKAE","[LearningCourse]","Thesis Seminar","This course introduces the students to the components, structure, and function of a large academic work- the
Master’s Thesis. Through introductory lectures and structured work at the individual, small group, and class level,
the students will steadily build a foundation upon which to write their theses with their individual thesis advisors.
In addition to the overall thesis structure, the students will learn and practice researching with proper sources,
citing those sources properly, using those sources to construct a strong and well informed argument, and defend
that argument. The ultimate goal of the course is to give the students the skills-set necessary to approach and
engage with their advisors at a high level in order to efficiently produce Masters’ Theses of high academic quality.","<p>Upon completion of this course, students will be able to:</p><ul><li>Determine a relevant and proper research question;</li><li>Determine a relevant and proper thesis statement to answer that question;</li><li>Determine the relevant theory and methodology to inform the thesis statement;</li><li>Find and properly incorporate quality resources into their argument in support of the thesis statement;</li><li>Critically read, critically write, critically think;</li><li>Produce an overall quality foundation for research with their thesis advisor;</li><li>Do the above through constructive small-group peer editing.</li></ul>","POS540","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SsLKAU","[LearningCourse]","Human Rights","The course will introduce the main features of the contemporary human rights system. Based on the history and
theory of human rights, the course will explain the emergence and expansion of international human rights
standards. It will introduce the major international institutions such as the UN, CoE, EU, OAS, AU, and ICC and
it will explain the processes by which human rights standards are established and enforced at the international,
regional and national level. Finally, the course will examine the development of human rights in the context of
international and national politics amid growing globalization. Individual course topics will be supplemented with
concrete case studies.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand history, theory, purpose and categorisation of human rights;</li><li>Recognize major international institutions and the processes by which human rights standards are established and enforced at the international, regional and national level;</li><li>Analyse the development and enforcement of human rights in the context of international and national politics;</li><li>Analyse concrete cases of human rights violations and their solutions;</li><li>Think critically and to provide possible solutions of present problems concerning different fields of human rights;</li><li>Demonstrate effective presentation and discussion skills;</li><li>Discuss possibilities of further development of human rights in the context of changing international relations; advancing globalization and weakening notion of state sovereignty in particular.</li></ul>","IRS661","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SvZKAU","[LearningCourse]","Nato in the 20th and 21st Century","The main aim of this course is to provide students with a grounding with regards to the roles, functions, history
and operation of North Atlantic Treaty Organization (NATO) since its establishment till present day. This course
is offered as the first and only joint course of AAU and NATO Allied Command Transformation Innovation Hub.
The arrangement of the course is such that almost all classes are divided into two halves, where the first half is
taught by a lecturer at the AAU campus and the second half via video conference call with experts directly from
NATO. Students will have a great opportunity to learn not only theory, but also discuss real practical outcomes of
various concepts with NATO experts.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understood the past and current roles and functions of NATO;</li><li>Analyzed the historical, political and security dynamics that NATO forms and is formed by;</li><li>Grasped the complexity of the organization and the context in which it operates;</li><li>Developed an appreciation of the key challenges NATO faces;</li><li>Gained an appreciation of general trends that is tempered with an understanding of the specific features of individual countries and NATO Member States;</li><li>Understood the relationship between the theory and operational reality of NATO operations;</li><li>Transferable and soft skills –Perfect their critical thinking, comparative and analytical skills;</li><li>Enhance their presenting capabilities;</li><li>Improve their research and debating skills.</li></ul>","IRS671","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000SxBKAU","[LearningCourse]","The Emergence of the Modern Middle East","","","POS670","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T21KAE","[LearningCourse]","Moot Court","","","POS506","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T3dKAE","[LearningCourse]","Internship","This course is specifically designed work experience related to International Relations and Diplomacy. The course
requires that the student should arrange the internship with the assistance of the Career Development Specialist,
carry out the internship according to the agreed upon job description, and write a report on the experience.","<p>Upon completion of this course, students will be able to:</p><ul><li>Take into consideration diverse and changing socio-cultural contexts;</li><li>Critically assess outcomes and performances;</li><li>Effectively use available resources;</li><li>Engage themselves and other members of the team in life-long learning (i.e. acquisition of specialist knowledge and competences);</li><li>Apply theoretical concepts gained in the program of study in real-life situations;</li><li>Comprehend the links between theory and practical application of the concepts. –Critically assess their work experience in a concise report;</li><li>Effectively communicate in various socio/cultural environment.</li></ul>","POS541","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T5FKAU","[LearningCourse]","East Central European Politics","","","POS652","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T6rKAE","[LearningCourse]","Energy Security in International Relations","Energy security is one of the most important aspects of not only domestic, but a foreign policy framework of
modern states. Its importance is constantly growing, especially in the context of contemporary internationally
political events. The energy policy/energy security will provide to students with a comprehensive view of energy
policy and energy security in its theoretical, historical, economic, legislative, environmental, and geopolitical
context. Individual dimensions of energy policy and security, key entities, main problems of the present and
challenges of the future will be presented also. Students should be able to understand and orient themselves in the
basic energy-security topics of global, EU, central Europe and Czech character, the issue of comprehensive
interconnection of important energy players and recent changes in this area recently. The role of the European
Union and a fundamental change in the position of the Russian Federation as a key player in the energy supplier
will be discussed as well","<p>Upon completion of this course, students will be able to:</p><ul><li>Gain a general background and knowledge of energy policy and energy security as its integral part;</li><li>Understand the role of energy policy in the system of international policy and international affairs;</li><li>Understand topic of energy security in global, European, regional and state dimension;</li><li>Analyse of current situation in energy market of European Union, it´s history and potential future development scenarios;</li><li>Analyse how to energy policy determining economic, legal, international relations processes;</li><li>Identify key stakeholders and its role in this area;</li><li>Critically asses/analyse relevant processes under energy policy and security;</li><li>Understand current extraordinary situation in energy policy issue, identify threats, opportunities and challenges for future;</li><li>Understand the specific role of Russian Federation as an important player in energy supplier (energy policy as a key part of foreign policy of RF);</li><li>Explain specifics of EU and Czech Republic energy policy as well;</li><li>Argue their opinion on importance of energy policy/energy security in the future.</li></ul>","IRS641","School of International Relations and Diplomacy","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8TKAU","[LearningCourse]","Internship","An essential part of education is its application in the professional world, and knowing where and how it fits into
the labor market with your personal mission. Internships serve as a common first step to this crossing, giving
students experience, exposure, and the opportunity to learn about themselves and the industries or positions of
their interest. This course is designed to ensure that all students gain an understanding of developing their own
professional profile, navigating the labor market, and applying their education professionally before they graduate.
This is done with the guidance and support provided in this course and the Career Center. Students are encouraged
to take advantage of the services available to them.","<p>Upon completion of this course, students will be able to:</p><ul><li>Take into consideration diverse and changing socio-cultural contexts;</li><li>Critically assess outcomes and performances;</li><li>Effectively use available resources;</li><li>Engage themselves and other members of the team in lifelong learning (i.e. acquisition of specialized knowledge and competences);</li><li>Apply theoretical concepts gained in the program of study in real-life situations;</li><li>Comprehend the links between theory and practical application of the concepts;</li><li>Critically assess their work experience in a concise report;</li><li>Effectively communicate in various socio/cultural environments.</li></ul>","BUS349","School of Business","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8VKAU","[LearningCourse]","Writing for Social Media - News Lab","There’s an art to communicating effectively on social media, and not everyone gets it right. This course is designed
to help students polish their writing skills, not just for writing news, but specifically news on social media.
Focusing mainly on Facebook, Instagram, Twitter, YouTube, and TikTok, this course covers how people read
online/on mobile and how to write effectively for the different platforms. It will provide practical guidance on how
to increase discoverability, engagement and shareability. Although this is not a search engine optimization (SEO)
course, some SEO will be discussed. However, it does not cover writing for websites such as Substack or Medium.","<p>Upon completion of this course, students will be able to:</p><ul><li>Write to get noticed in the right way;</li><li>Write about and where to find great creative ideas;</li><li>Write for their audience, not at them;</li><li>Catch the eye, hold attention and stop people scrolling;</li><li>Understand what makes a great Tweet or Instagram caption;</li><li>Search social media to find the right keywords and best hashtags;</li><li>Quick ways to monitor competition and conversations;</li><li>Choose their words to develop a clear style and tone of voice;</li><li>Attract and maintain attention.</li></ul>","JRN215","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8WKAU","[LearningCourse]","Sub-Cultures: Lifestyles, Literature, Music","Elective in the AAU Humanities programs. Provides critical insights into cultural resistance to mainstream culture, such as graffiti, street-art, underground, punk, psychedelia, new social movements, etc. Topics are explored through the lenses of culture studies and urban anthropology. Seminal readings on subcultures are used to discuss the practices of ‘alternative’ urban lives in postindustrial society and certain trends of artistic production. Focus is on political interpretation of youth subversion and disclosures of power mechanisms. Visuals are a part of this course.","<p>Upon completion of this course, students will be able to:</p><ul><li>Use research tools of cultural studies - critical thinking, semiotics, urban anthropology;</li><li>Conceptualize and contextualize expressions of youth rebellion;</li><li>Apply critical imagination in decoding of subversive artifacts;</li><li>Read resistance to consumer culture;</li><li>Interpret the streets and other public spaces of the city.</li></ul>","SOC276","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8XKAU","[LearningCourse]","Sound Media","The rise of powerful, low-cost digital tools for producing, editing and distributing audio has revolutionized the
thing we used to call ‘radio.’ This class will examine some of these tools, and will use them in a hands-on manner
to produce broadcasting for Sound Bricks Radio, AAU’s internet radio station, which offers a variety of
programming, including music as selected by student DJs, rebroadcasting AAU lectures, longform conversations
with AAU lecturers and visitors, interesting podcasts and other content as we find it. Our goal is to produce truly
freeform radio, as practiced by independent broadcast and streaming stations worldwide such as:
- Berlin Community Radio
- Worldwide FM in London and Los Angeles
- BBC Radio 6 in the UK
- KPFA in Berkeley, California
- WFMU in New York
- Resonance FM in London
- Monocle24 in London
- Radio Bilingue in California
A computer capable of working with sound is a requirement for the class; a smartphone capable of recording audio
is strongly recommended. Nice-to-haves include sound production equipment such as microphones, digital
recorders, mixers and editing software.","<p>Upon completion of this course, students will be able to:</p><ul><li>Create compelling radio content;</li><li>Create their own weekly shows for the AAU internet radio station, Sound Bricks;</li><li>Be familiar with the basic tools of creating digital radio, especially digital audio workstation software such as Adobe Audition or Audacity;</li><li>Be familiar with internet radio software such as Airtime;</li><li>Be familiar with concepts of live streaming;</li><li>Make promotional materials and station identifiers;</li><li>Create live broadcasts using mobile phones or tablets.</li></ul>","JRN288","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8YKAU","[LearningCourse]","History of Popular Cinema","This course is a survey of the major trends in film history from the advent of cinema in 1895 to the present.
Progressing chronologically, the course builds an overall view of film and the film industry across cultures.
Students will also become familiar with key concepts in film studies including realism, expressionism, auteurism,
mise en scene, and genre. As students acquire a better familiarity with cinematic history and the developments in
film criticism, they will become better prepared to form surer and sounder judgments about their own film
experiences and to speak and write about those judgments with greater clarity and skill.","<p>Upon completion of this course, students will be able to:</p><ul><li>A familiarity with the major movements in film theory and criticism with respect to the various modes of inquiry that have impacted the study of film;</li><li>A basic familiarity with key concepts in cinema studies;</li><li>A familiarity with a body of films and the ways in which they can be understood and contextualized with respect to the literature that defines film theory and criticism;</li><li>An ability to apply critical and analytic tools essential for film scholarship and related fields of aesthetic inquiry grounded in a familiarity with the critical literature on film.</li></ul>","FMS255","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8ZKAU","[LearningCourse]","Introduction to Marketing","This is an examination of the overall marketing system from the marketing decision-maker’s viewpoint. The course
emphasizes the 7Ps: Product, Place (distribution), Price, Promotion, People, Physical Evidence, and Processes as
well as planning, research, and organization required to implement marketing concepts, including Segmentation,
Targeting, Differentiation, and Positioning (STDP). We examine the marketing of consumer and industrial
products and services, profit and not-for-profit institutions, and public and private institutions. Also, we study the
managerial, economic, social, and legal implications of marketing activities, policies, and strategies. Upon
successful completion of this course, students will understand and know how to apply key marketing theory and
concepts. All theory concerning marketing strategy and marketing research as well as the main promotional mix
tools, will be applied in practice. It will be emphasized that each student will definitely come into contact with
marketing at multiple points in their life and that understanding this field will be their benefit even though he or
she may not use it directly in their field of work. The course emphasizes the 7Ps of the Extended (or Services)
Marketing Mix as well as the planning, research, and organization required to implement marketing concepts. New
trends within the marketing sphere will also be assessed through specific case study analysis and guest speakers.
During the final part of the term, an outline of International Marketing and Strategic Marketing will be discussed.
Because of the recent dramatic changes in the way marketing is conducted through the Internet and social media,
a significant portion of the course will be spent on the use of the Internet and social media. We will attempt to
balance old and new perspectives through case studies and real-life marketing applications.","<p>Upon completion of this course, students will be able to:</p><ul><li>Demonstrate an understanding of the overall marketing system from the marketing decision-maker’s viewpoint;</li><li>Analyze and demonstrate an understanding of the core marketing strategy principles (segmentation, targeting, differentiation, and positioning, STDP);</li><li>Understand the extended marketing mix, and how this reflects the changing marketing convergence of traditional and social media;</li><li>Articulate and demonstrate an understanding of the “4P”’s product, price, promotion, place (distribution), as well as the planning, research, and organization required to implement marketing concepts;</li><li>Understand the addition of the 5th “P”, People and how this reflects the changing marketing convergence of traditional and social media;</li><li>Understand the addition of the 6th and 7th “Ps”, Physical Evidence, and Processes and how these reflect the increasing importance of marketing Services and Experiences;</li><li>Understand the managerial, economic, social, and legal implications of marketing activities, policies, and strategies;</li><li>Understand and prepare an in-depth marketing plan using both traditional and digital methods and platforms;</li><li>Understand and demonstrate an understanding of the new trends in marketing involving the Internet, social media and other platforms and their convergence with traditional forms of marketing;</li><li>Understand and demonstrate an understand of current and future trends in marketing including mobile phone marketing;</li><li>Demonstrate the understanding that marketing is about team work, proper communication and cooperation by actively participating in class discussions, group projects, and by punctually attending classes. Preparation is critical.</li></ul>","MKT248","School of Business","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8aKAE","[LearningCourse]","Project Management","Key concepts and definitions, project life cycle, initiation and definition of a project, planning (task generation,
roles and responsibilities, task interdependence, earned value management, critical path, schedule development,
resource loading, project budget, risk development plan), execution and control of a project.
The students will learn about the principles of projects and project management. They will learn that many of the
things we do every day are “little or large projects”. The students will learn how to decompose complex things
into a set of simple tasks, transform these into a plan, calculate the duration of the project and identify the actions
to do during the execution of the project.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand basic project management principles and vocabulary;</li><li>Understand main theories and methodologies of project management;</li><li>Apply project management principles in different situations and for solving various problems in the everyday operation of business;</li><li>Able to deconstruct complex things into a set of simple tasks, transform them into a plan, calculate the duration of a project and identify the actions to do during the execution of the project;</li><li>Write a project charter;</li><li>Make a project plan and execute a project.</li></ul>","MGT280","School of Business","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8bKAE","[LearningCourse]","Computer Information Systems","The purpose of the course is to introduce students to the basic features and uses of computer and information
systems. The course starts with an introduction to the origins of computing, move into the technical foundations
of computing, continue with a discussion of hardware, software, and operating systems. The bulk of the class,
however, relates to the introduction to and use of popular software applications which will be useful to the students
in their academic and professional careers.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend and have a clear understanding of the way how various types of data are represented in computers;</li><li>Understand the function of basic hardware components of personal computers;</li><li>Understand the role of various types of software;</li><li>Understand the strategies of how to select or configure the most appropriate new computer (desktop and laptop) according to the student’s needs;</li><li>Compare technical characteristics of personal computers in commercial advertisements;</li><li>Understand various types of networks and their basic technical characteristics;</li><li>Understand the basic issues related to computer technology;</li><li>Analyze a problem in the spreadsheet table;</li><li>Create and present a short presentation on a given topic;</li><li>Understand the concepts of writing a longer document (thesis, research paper etc.) and exploiting styles and templates.</li></ul>","CIS161","School of Business","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8cKAE","[LearningCourse]","European History II: The Making of Modern Europe","This course provides an overview of European History from approximately 1500 to 2000. It discusses politics,
economics and the sacred in the Renaissance and Reformation; the French Revolution; the Industrial Revolution;
the creation of national identities and states; the First World War; the inter-war period; World War II; the post-
war Soviet Bloc, and Western Europe in the post-war era. Instruction is via reading, class presentations and both
teacher- and student-led discussions and the study of documentaries and podcasts. The key concerns of these
different activities are to facilitate the in-depth exploration of important problems in modern European history and
to encourage the intellectual development of each student.","<p>Upon completion of this course, students will be able to:</p><ul><li>Identify the outline historical ‘facts’ that have defined Europe from the Renaissance to the twenty-first century;</li><li>Describe decisive political, economic, social and political forces which have shaped modern Europe;</li><li>Reflect on knowledge gained in terms of alternative interpretations/explanations and students own experiences/understanding of the world;</li><li>Analyse and contextualise historical developments in European history, identifying patterns and continuities in addition to changes;</li><li>Offer evaluations of European history based on critical thinking and an understanding of historical methodology and the use of primary and secondary sources.</li></ul>","HIS122","School of Arts, Humanities, and Social Sciences","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8dKAE","[LearningCourse]","Elementary Czech Language & Culture","Czech 100 aims at providing an essential understanding and usage of the Czech language. Its main stress will be
on establishing a solid base for the students´effective performance in the language. At the same time the course
aims at stimulating students to interact creatively in a new language environment and develop their own approach
towards the language. It includes reflecting on readings.","<p>Upon completion of this course, students will be able to:</p><ul><li>Explore the sounds of a new language and their patterns and master correct pronunciation of local names and Czech texts in general;</li><li>Engage in elementary conversations, i.e. ask questions, give commands, seek information and describe the surroundings;</li><li>Acquire lexical supply focused on the exchange of personal information, shopping, ordering in a restaurant, asking directions, time arrangements life;</li><li>Apply communicative skills in the Czech language (grammar and vocabulary) at a beginner´s level, selecting from appropriate language strategies when speaking, reading and listening;</li><li>Summarize the language features and observations on the life in the Czech Republic.</li></ul>","CZE100","School of Business","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8eKAE","[LearningCourse]","Buyer Behavior","This interdisciplinary course discusses the consumer as the focus of the marketing system. The course stresses the
use of knowledge about consumer behaviour in marketing decisions. We will also look at contributions from the
disciplines of anthropology, sociology, psychology, and economics to the understanding of consumer buying
behaviour. Individual behavioural variables – needs, motives, perception, attitudes, personality, and learning – and
groups, culture, and business are all examined in depth as they affect the consumer decision-making process.
Analysis of how marketing programs, especially the communications mix, can be developed to reflect a
commitment to providing consumer satisfaction [better: delight] concludes the course.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend and have a clear understanding of the role of the buyer in today&#39;s economy;</li><li>Comprehend and have a clear understanding of how marketing influences buyer behaviour;</li><li>Understand and analyse how different factors such as culture, demographics, social class, and values influence the buyer&#39;s behaviour;</li><li>Place in context and lend perspective to how personal factors can influence this behaviour directly and indirectly;</li><li>Comprehend and have a clear understanding of the psychology of buying behaviour;</li><li>Place in context and lend perspective to the individual differences that exist based on the buyer&#39;s attitude, culture, motivation, knowledge, values, personality and lifestyle;</li><li>Comprehend and have a clear understanding of the internal and external influences on consumer behaviour and perception, learning, product positioning, memory, motivation, personality, emotion, attitudes, self- concept, and lifestyle;</li><li>Place in context and lend perspective to how trends influence buyer behaviour;</li><li>Understand and analyse the differences between organizational buying and consumer buying.</li></ul>","MKT329","School of Business","[AcademicSession]","2025/26 Spring Term"
"[CourseOffering]","0P0Vg0000000T8fKAE","[LearningCourse]","EU Market and Business Policies","The course explains how firms compete through their strategies and how businesses acquire and maintain market
power. In addition the course provides introduction into the tools of the business environment and market structure
analysis. The course aims at presenting the European Union (EU) single market related policies, their rational and
impact on business policies. The course familiarizes students with the main institutions of the EU related to the
enforcement of these policies focusing on the EU competition policy and markets regulation.","<p>Upon completion of this course, students will be able to:</p><ul><li>Delineate the markets in which businesses operate in their horizontal and vertical dimensions;</li><li>Understand more in detail selected firm’s strategies – both price as well as non -pricing business policies;</li><li>Developing familiarity with the most important EU market related policies;</li><li>Analyze cases where these particular policies are relevant;</li><li>Present the results of one’s own analysis and defend the position using the standard terminology.</li></ul>","ECO320","School of Business","[AcademicSession]","2025/26 Spring Term"
